"","Organization.Name","Address","City","State","Postcode","Main.Phone..","Discipline","Council.District","Community.Board","Borough","Latitude","Longitude","Census.Tract","BIN","BBL","NTA"
"725","Underworld Productions Opera Ensemble","10 Park Terrace East, Ste. 4-C","New York","NY","10034","(212) 304-1472","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.8698,-73.917635,303,1065003,1022430045,"Marble Hill-Inwood"
"726","United Haitian Association of USA","4114 Avenue D","Brooklyn","NY","11203","(646) 639-0936","Music","Brooklyn Council District #40","Brooklyn Community Board #17","Brooklyn",40.641609,-73.937767,834,3112747,3049750006,"East Flatbush-Farragut"
"727","Universal Theater Alliance, Inc.","100 Summit Street","Brooklyn","NY","11231","(646) 322-1542","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.682186,-74.003324,51,3005019,3003580017,"Carroll Gardens-Columbia Street-Red Hook"
"728","Untitled Theater Company #61","215 West 95th Street, #11G","New York","NY","10025","(212) 866-1073","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.79363,-73.971429,183,1071159,1012437501,"Upper West Side"
"729","UrbanGlass: New York Contemporary Glass Center, Inc.","647 Fulton St.","Brooklyn","NY","11215","(718) 625-3685 x225","Visual Arts","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.688236,-73.979212,33,3058597,3020950001,"Fort Greene"
"730","VSW ARTHOUSE CORP","55 Washington Street","Brooklyn","NY","11201","(917) 679-9929","Music","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.70273,-73.989602,21,3000088,3000380001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"731","Vampire Cowboys, Inc.","170 East 4th Street","Brooklyn","NY","11218","(212) 696-7806","Theater","Brooklyn Council District #34","Brooklyn Community Board #4","Brooklyn",40.648222,-73.977383,500,3123982,3053170011,"Windsor Terrace"
"732","Variations Theatre Group, Inc.","21- 28 45th Rd","Long Island City","NY","11101","(646) 580-6003","Theater","Queens Council District #26","Queens Community Board #2","Queens",40.746588,-73.94745,7,4000573,4000760039,"Hunters Point-Sunnyside-West Maspeth"
"733","Verrazano Foundation","777 Seaview Avenue","Staten Island","NY","10305","(718) 667-2832","Visual Arts","Staten Island Council Dist #50","Staten Island Community Brd #2","Staten Island",40.579501,-74.078252,70,5111301,5033550001,"Old Town-Dongan Hills-South Beach"
"734","Vertical Player Repertory, Ltd.","219 Court St","New York","NY","11201","(718) 624-3310","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn",40.686566,-73.993863,69,3006027,3003900002,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"735","VillarHauser Theatre Development Fund","450 West 17th Street","New York","NY","10011","(917) 304-6823","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.74369,-74.005955,83,1080359,1007147501,"Hudson Yards-Chelsea-Flatiron-Union Square"
"736","Vineyard Theatre and Workshop Center, Inc.","108 East 15th Street","New York","NY","10003","(212) 353-3366 x213","Theater","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",40.735011,-73.989139,50,1083247,1008707501,"Gramercy"
"737","Visible Theatre, Inc.","201 East 28th Street, #3E","New York","NY","10016","(212) 615-3199","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.741921,-73.980715,66,1019888,1009090001,"Murray Hill-Kips Bay"
"738","VisionIntoArt Presents, Inc.","25 Columbus Circle 68B","New York","NY","10019","(917) 544-1482","Music","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.768304,-73.982278,145,1026318,1010497501,"Lincoln Square"
"739","Visual AIDS for the Arts, Inc.","526 West 26th Street, Ste. 510","New York","NY","10001","(212) 627-9855","Visual Arts","Manhattan Council District #4","Manhattan Community Board #4","Manhattan",40.750094,-74.003999,99,1012386,1006970047,"Hudson Yards-Chelsea-Flatiron-Union Square"
"740","Vital Theatre Company, Inc.","2162 Broadway, Fourth floor","New York","NY","10024","(212) 579-0528","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.781912,-73.980996,163,1030861,1011680022,"Upper West Side"
"741","Viva Voce Chamber Ensemble, Inc.","14 Brentwood Avenue","Staten Island","NY","10301","(212) 873-0277","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.638956,-74.102978,67,5002259,5001010103,"New Brighton-Silver Lake"
"742","Vivian Beaumont Theater, Inc.","150 West 65th Street","New York","NY","10023","(212) 362-7600","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.773621,-73.983619,149,1028832,1011340025,"Lincoln Square"
"743","Vocal Ease, Inc.","240 West 73rd Street, Ste. 1403","New York","NY","10023","(212) 579-5386","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.779876,-73.982553,159,1030522,1011640047,"Lincoln Square"
"744","Vortex Theater Company, Inc.","164 Eleventh Avenue","New York","NY","10011","(212) 206-1764","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.748345,-74.007344,99,1012321,1006940002,"Hudson Yards-Chelsea-Flatiron-Union Square"
"745","Voyage Theater Company, Inc.","165 First Avenue","New York","NY","10003","(917) 370-1101","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.728923,-73.984334,40,1077703,1004520036,"East Village"
"746","Wagner College Young Musician's Competition","Wagner College","Staten Island","NY","10301","(718) 390-3202","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.615583,-74.094478,47,5113454,5006200001,"Grymes Hill-Clifton-Fox Hills"
"747","Waterfront Museum","290 Conover Street, Pier 44","Brooklyn","NY","11231","(718) 624-4719 x11","Museum","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn",40.675122,-74.017723,53,3000000,3005950170,"Carroll Gardens-Columbia Street-Red Hook"
"748","Waterwell Productions, Inc.","330 West 42nd Street","New York","NY","10036","(212) 560-7545","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.757661,-73.990832,115,1024926,1010320048,"Clinton"
"749","Watson Arts, Inc","147 Bergen Street","Brooklyn","NY","11217","(917) 239-1331","Theater","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.685597,-73.987564,41,3001352,3001957501,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"750","Welltone New Music, Inc.","20 Vesey Street","New York","NY","10007","(212) 691-6858","Music","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.711843,-74.009562,21,1001235,1000880005,"SoHo-TriBeCa-Civic Center-Little Italy"
"751","Westchester Square Art Center","2616 East Tremont Avenue","New York","NY","10461","(718) 684-4589","Visual Arts","Bronx Council District #11","Bronx Community Board #10","Bronx",40.843115,-73.846559,200,2042415,2040020056,"Van Nest-Morris Park-Westchester Square"
"752","Western Wind Vocal Ensemble, Inc.","225 West 99th Street","New York","NY","10025","(212) 873-2848","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.796267,-73.969586,187,1084035,1018710029,"Upper West Side"
"753","Wet Ink Music Productions, Inc.","23-52 37th Street","Astoria","NY","11105","(917) 587-7558","Music","Brooklyn Council District #35","Brooklyn Community Board #2","Queens",40.77081,-73.911227,117,4016217,4008190057,"Steinway"
"754","White Box, Ltd.","329 Broome Street","New York","NY","10002","(212) 714-2347","Visual Arts","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.719229,-73.9939,18,1005640,1004230016,"Chinatown"
"755","White Columns, Inc.","91 Horatio Street","New York","NY","10014","(212) 924-4212","Visual Arts","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.738763,-74.008332,79,1012154,1006430001,"West Village"
"756","Whitney Museum of American Art","945 Madison Avenue","New York","NY","10021","(212) 570-3635","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.773457,-73.964199,130,1041666,1013890050,"Upper East Side-Carnegie Hill"
"757","Wilbur Ware Institute, Inc.","620 Malcolm X Blvd","New York","NY","10027","(347) 523-9886","Music","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",40.817647,-73.938264,214,1053936,1017370001,"Central Harlem North-Polo Grounds"
"758","Willie Mae Rock Camp for Girls","495 Flatbush Avenue","Brooklyn","NY","11225","(212) 777-1323","Music","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.662184,-73.961754,327,3029735,3011970006,"Prospect Lefferts Gardens-Wingate"
"759","Wings Theatre Company, Inc.","154 Christopher Street","New York","NY","10014","(212) 627-2960","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.73273,-74.008129,69,1010421,1006040033,"West Village"
"760","Women's Project and Productions, Inc.","55 West End Avenue","New York","NY","10023","(212) 765-1706","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.774058,-73.988681,151,1087719,1011710063,"Lincoln Square"
"761","Womens Housing and Economic Development Corporation","50 East 168th Street","Bronx","NY","10452","(718) 839-1100","Music","Bronx Council District #16","Bronx Community Board #4","Bronx",40.836725,-73.919292,197,2101464,2024800001,"West Concourse"
"762","Woodshed Collective, Inc.","366 union Street #4M","New York","NY","11231","(646) 824-4831","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.681198,-73.992796,75,3007282,3004360026,"Carroll Gardens-Columbia Street-Red Hook"
"763","Working Theatre Company, Inc.","520 Eighth Avenue, Suite 303","New York","NY","10018","(212) 539-5675","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"764","Workmens Circle/Arbeter Ring, Inc.","247 W 37 Street","New York","NY","10018","(212) 889-6800 x210","Music","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",40.753475,-73.990594,109,1014454,1007870011,"Midtown-Midtown South"
"765","Works In Progress NYC","59 E. 4th Street","New York","NY","10003","(212) 598-0046","Visual Arts","","Manhattan Community Board #3","Manhattan",40.726785,-73.990807,38,1082642,1004600056,"East Village"
"766","World Civic Orchestra, Inc.","530 E. 76th Street","New York","NY","10021","(917) 797-1118","Music","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",40.769077,-73.95101,132,1072696,1014877502,"Lenox Hill-Roosevelt Island"
"767","World Foundation for Music and Healing","1270 Broadway","New York","NY","10001","(212) 669-6126","Music","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.748655,-73.988097,76,1015858,1008340080,"Midtown-Midtown South"
"768","Wreckio Ensemble Theatre, Inc.","23-54 23rd Street","Astoria","NY","11105","(917) 626-1369","Theater","Queens Council District #22","Queens Community Board #1","Queens",40.776835,-73.919393,97,4019348,4008760044,"Steinway"
"769","Wyckoff House and Association, Inc.","5816 Clarendon Road","Brooklyn","NY","11203","(718) 629-5400","Museum","Brooklyn Council District #45","Brooklyn Community Board #17","Brooklyn",40.64497,-73.920914,946,3221967,3079170009,"Rugby-Remsen Village"
"770","Xoregos Performing Company","496 Ninth Avenue, Apt. 4-A","New York","NY","10018","(212) 239-8405","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.755704,-73.994607,111,1013631,1007610066,"Hudson Yards-Chelsea-Flatiron-Union Square"
"771","YM & YWHA of Washington Heights and Inwood","54 Nagle Avenue","New York","NY","10040","(212) 569-6200 x218","Music","Manhattan Council District #6","Manhattan Community Board #12","Manhattan",40.859993,-73.929129,285,1064146,1021720064,"Washington Heights North"
"772","YM-YWHA of the Bronx","5625 Arlington Avenue","Bronx","NY","10471","(718) 548-8200 x212","Theater","Bronx Council District #11","Bronx Community Board #8","Bronx",40.905009,-73.907133,323,2086312,2059520374,"North Riverdale-Fieldston-Riverdale"
"773","Yangtze Repertory Theatre of America, Inc.","153 Centre Street, Suite 207","New York","NY","10013","(917) 578-1946","Theater","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.717777,-74.000162,31,1002362,1001970026,"SoHo-TriBeCa-Civic Center-Little Italy"
"774","Yara Arts Group","306 East 11th Street, Apt. 3B","New York","NY","10003","(212) 475-6474","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.730172,-73.985903,40,1006437,1004520011,"East Village"
"775","Yarnwire, Inc.","1717 Troutman St","Ridgewood","NY","11385","(718) 501-2654","Music","Queens Council District #34","Queens Community Board #5","Queens",40.708997,-73.920406,539,4443074,4034120047,"Ridgewood"
"776","Yeshiva University Museum","15 West 16th Street","New York","NY","10011","(212) 294-8337","Museum","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.737677,-73.993454,54,1080631,1008180027,"Hudson Yards-Chelsea-Flatiron-Union Square"
"777","Young Concert Artists, Inc.","1776 Broadway","New York","NY","10019","(212) 307-6655","Music","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",40.766481,-73.981809,137,1024901,1010290012,"Midtown-Midtown South"
"778","Young Jean Lee's Theater Company","1041 Broadway, Apt. 3","Brooklyn","NY","11221","(606) 627-3358","Theater","Brooklyn Council District #34","Brooklyn Community Board #4","Brooklyn",40.695242,-73.932142,393,3388063,3032140147,"Bushwick South"
"779","Young New Yorker's Chorus","194 East 2nd Street, 6F","New York","NY","10009","(917) 903-2843","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.722319,-73.984119,3002,1004976,1003980035,"East Village"
"780","Young People's Chorus of New York City, Inc.","37 West 65th Street","New York","NY","10023","(212) 289-7779","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.772281,-73.980363,149,1028160,1011180005,"Lincoln Square"
"781","Young Urban Christians & Artists, Inc.","1272 Ogden Avenue","New York","NY","10452","(646) 573-4461","Visual Arts","Bronx Council District #16","Bronx Community Board #4","Bronx",40.839419,-73.925667,211,2092387,2025180014,"Highbridge"
"782","artHARLEM, Inc.","104 West 119th Street, Suite 3","New York","NY","10026","(917) 602-1927","Visual Arts","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",40.804181,-73.948827,220,1057496,1019030039,"Central Harlem South"
