Organization Name,Address,City,State,Postcode,Main Phone #,Discipline,Council District,Community Board,Borough,Latitude,Longitude,Census Tract,BIN,BBL,NTA
"TonalMotion, Inc.",P.O. Box 320668,Brooklyn,NY,11232,(718) 499-5070,New Media,Brooklyn Council District #38,Brooklyn Community Board #7,Queens,,,,,,
Tong Xiao Ling Chinese Opera Ensemble,30 West 95th Street,New York,NY,10025,(646) 286-3327,Folk Arts,Manhattan Council District #6,Manhattan Community Board #7,Queens,,,,,,
"Topaz Arts, Inc.",P.O. Box 770150,Woodside,NY,11377,(718) 505-0440,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,Queens Community Board #2,Queens,,,,,,
"Town Hall Foundation, Inc.",123 West 43rd Street,New York,NY,10036,(212) 997-1003 x12,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.755843,-73.984382,119,1022615,1009960021,Midtown-Midtown South
"Town Square, Inc.",102 Oak Street,Brooklyn,NY,11222,(718) 609-1090,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.727798,-73.956705,561,3065048,3025720010,Greenpoint
Toy Museum of New York,"157 Montague Street, 2nd Floor",Brooklyn,NY,11201,(718) 243-0820,Museum,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,40.694504,-73.993213,502,3329457,3002430008,Brooklyn Heights-Cobble Hill
"Tradition in Tap, Inc.",P.O. Box 1050,New York,NY,10276,(646) 383-4949,Dance,,Manhattan Community Board #5,Manhattan,,,,,,
Trail Blazer Camps,394 Rogers Ave,Brooklyn,NY,11225,(212) 529-5113,Science,Brooklyn Council District #40,Brooklyn Community Board #9,Brooklyn,40.663314,-73.953823,327,3034764,3013140050,Prospect Lefferts Gardens-Wingate
Transport Group,520 Eighth Avenue,New York,NY,10018,(212) 966-4994,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753612,-73.992417,109,1083624,1007860001,Midtown-Midtown South
"Travelled Rhodes International Sculptor Arts Garden, Inc.",290-292 Gates Avenue,Brooklyn,NY,11216,(718) 398-4237,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn,40.685663,-73.955347,229,3057014,3019860020,Clinton Hill
"Treehouse Shakers, Inc.",Radio City Station,New York,NY,10101,(917) 749-2909,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #4,Manhattan,40.760111,-73.979919,104,1083862,1012660001,Midtown-Midtown South
Trestle Gallery,Trestle Gallery,Brooklyn,NY,11215,(718) 858-9069,Visual Arts,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,,,,,,
"Tri-Centric Foundation, Inc.",PO Box 22935,New York,NY,11202,(347) 433-8742,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,,,,,,
Triangle Arts Association,"20 Jay Street, Suite 318",Brooklyn,NY,11201,(718) 858-1260,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.718068,-74.010191,39,1001553,1001430021,SoHo-TriBeCa-Civic Center-Little Italy
"TribecArts, Inc.",49 White Street,New York,NY,10013,(212) 966-7141,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718526,-74.004156,33,1001933,1001750022,SoHo-TriBeCa-Civic Center-Little Italy
"Tribeca Film Institute, Inc.",375 Greenwich Street,New York,NY,10013,(212) 941-2427,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.719704,-74.010242,39,1002114,1001877501,SoHo-TriBeCa-Civic Center-Little Italy
"Tribeca New Music, Inc.","640 West 139th Street, Apt. 60",New York,NY,10031,(212) 234-4325,Music,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.823048,-73.954211,225,1079500,1020870050,Hamilton Heights
Trilok Fusion Arts,"138 South Oxford Street, 2B",Brooklyn,NY,11217,(718) 398-0333,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.685073,-73.973221,179,3000000,3020040048,Fort Greene
"Triple Candie, Inc.",c/o Bancroft/Nesbett,New York,NY,10031,(212) 865-0783,Visual Arts,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,,,,,,
"Trisha Brown Company, Inc.",341 West 38th Street,New York,NY,10018-2918,(212) 977-5365 x23,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.755237,-73.992864,115,1013637,1007620011,Clinton
"Triskelion Arts - Kick/StanDance, Inc.",106 Calyer Street,Brooklyn,NY,11222,(718) 599-3577,Dance,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.727098,-73.956507,561,3337696,3025930016,Greenpoint
"Tropicalfete, Inc.",380 Lexington Ave,New York,NY,10168,(646) 504-3383,Other,Manhattan Council District #4,Manhattan Community Board #5,Brooklyn,40.688206,-73.946266,265,3322211,3018040010,Bedford
Trustees of Columbia University in the City of New York,Miller Theatre at Columbia University,New York,NY,10027,(212) 854-1633,Music,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,,,,,,
Trusty Sidekick Theater Company,"1 Penn Plaza, #6210",New York,NY,1119,(718) 964-7974,Theater,Brooklyn Council District #39,Brooklyn Community Board #12,Manhattan,40.751098,-73.992926,101,1014387,1007830070,Midtown-Midtown South
Tug Pegasus Preservation Project,83 Murray Street,New York,NY,10007,(212) 406-2225,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.714821,-74.011107,21,1077396,1001327504,SoHo-TriBeCa-Civic Center-Little Italy
"Tung Ching Chinese Center for the Arts, Inc.",54-17 90th Street,Elmhurst,NY,11373,(917) 981-7089,Folk Arts,Queens Council District #25,Queens Community Board #4,Queens,40.737256,-73.87322,457,4045945,4018560079,Elmhurst
Turtle Bay Music School,244 East 52nd Street,New York,NY,10022,(212) 753-8811 x13,Music,Manhattan Council District #5,Manhattan Community Board #6,Manhattan,40.75663,-73.968814,98,1038477,1013250032,Turtle Bay-East Midtown
"Twin Lions, Inc.","2576 Broadway, No. 412",New York,NY,10025,(212) 937-7979,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.795417,-73.971208,183,1075313,1018697501,Upper West Side
"Two Bridges Neighborhood Council, Inc.",275 Cherry St,New York,NY,10002,(212) 566-2729,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.711351,-73.988558,6,1077590,1002470001,Lower East Side
"UBW, Inc.","138 South Oxford Street, Apt. 4B",Brooklyn,NY,11217,(718) 398-7414,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.685073,-73.973221,179,3000000,3020040048,Fort Greene
"UNIONDOCS, Inc.",322 Union Ave,Brooklyn,NY,11211,(718) 395-7902,Film/Video/Audio,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.710068,-73.950959,513,3323057,3027910006,North Side-South Side
"UP Theater Company, Inc.",60 Cooper Street,New York,NY,10034,(646) 296-3180,Theater,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,40.868097,-73.922862,295,1064979,1022400029,Marble Hill-Inwood
"US-China Arts Exchange Center, Inc.","136-31 41 Avenue, Apt. 4C",Flushing,NY,11355,(718) 390-0666,Folk Arts,Queens Council District #20,Queens Community Board #7,Queens,40.758679,-73.829073,853,4531750,4050197501,Flushing
USA Bangladesh Organization INC,122 E 116th Street,NYC,NY,10029,(646) 251-9220,Other,Manhattan Council District #8,Manhattan Community Board #8,Manhattan,40.798906,-73.942312,182,1052265,1016430060,East Harlem North
USA Mali Charitable Association,136th st,Harlem,NY,10030,(917) 557-2298,Dance,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,,,,,,
"Udichi School of Performing Arts New York, Inc.",65 PIERPONT PLACE,STATEN ISLAND,NY,10314,(917) 693-5021,"Multi-Discipline, Performing",Staten Island Council Dist #50,Staten Island Community Brd #2,Queens,,,,,,
Ugly Duckling Presse,232 Third St. #E002,Brooklyn,NY,11215,(347) 948-5170,Literature,Brooklyn Council District #38,Brooklyn Community Board #6,Brooklyn,40.674909,-73.987671,119,3337594,3009800008,Park Slope-Gowanus
"Ujamaa Black Theater, Inc.",120 Erskine Place,Bronx,NY,10475,(212) 391-8151 x21,Theater,Bronx Council District #12,Bronx Community Board #5,Bronx,40.861339,-73.82147,302,2093851,2051350051,Co-op City
Ukrainian Museum,222 East Sixth Street,New York,NY,10003,(212) 228-0110,Museum,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.727916,-73.989797,38,1000000,1004610018,East Village
"Uncle Yao's Chorus, Inc.","140-39 34th Ave., #4R",Flushing,NY,11354,(516) 318-1205,"Multi-Discipline, Performing",Queens Council District #20,Queens Community Board #7,Queens,40.76654,-73.82697,1161,4112570,4049810078,Flushing
Underground Development Foundation,5 White Street,New York,NY,10013,(718) 594-4702,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.719322,-74.005887,33,1001988,1001780022,SoHo-TriBeCa-Civic Center-Little Italy
Underworld Productions Opera Ensemble,"10 Park Terrace East, Ste. 4-C",New York,NY,10034,(212) 304-1472,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan,40.8698,-73.917635,303,1065003,1022430045,Marble Hill-Inwood
United Haitian Association of USA,4114 Avenue D,Brooklyn,NY,11203,(646) 639-0936,Music,Brooklyn Council District #40,Brooklyn Community Board #17,Brooklyn,40.641609,-73.937767,834,3112747,3049750006,East Flatbush-Farragut
United Palace of Cultural Arts,P.O. Box 1168,New York,NY,10040,(212) 568-1157,"Multi-Discipline, Performing",Manhattan Council District #10,Manhattan Community Board #12,Manhattan,,,,,,
"United Senior Citizen of Sunset Park,Inc",475 53rd Street,Brooklyn,NY,11220,(718) 439-8646 x11,"Multi-Discipline, Performing",Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,40.64386,-74.012767,76,3013917,3008070046,Sunset Park West
United Sherpa Association (USA) Inc.,41-01 75th St,Elmhurst,NY,11373,(718) 779-7300,Literature,Queens Council District #25,Queens Community Board #4,Queens,40.744999,-73.890117,267,4442797,4014950028,Elmhurst
United States Sierra Leonean Association,141 Park Hill Avenue,"Staten Island,",NY,10304,(715) 524-4529,Dance,Staten Island Council Dist #49,Staten Island Community Brd #2,Staten Island,40.617098,-74.080763,40,5109250,5028710001,Grymes Hill-Clifton-Fox Hills
"Unity Stage Company, Inc.",39-21 46 Street,Sunnyside,NY,11104,(917) 548-1086,"Multi-Discipline, Performing",Queens Council District #26,Queens Community Board #2,Queens,40.748758,-73.917565,169,4001449,4001490034,Hunters Point-Sunnyside-West Maspeth
"Universal Communications Network, Inc.","229 West 28th Street, Suite 1200",New York,NY,10001,(212) 736-8535,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.747665,-73.994348,95,1014255,1007780020,Midtown-Midtown South
"Universal Temple of the Arts, Inc.",475 Jersey Street,Staten Island,NY,10301,(718) 273-5610,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,40.636909,-74.086257,11,5000672,5000350012,West New Brighton-New Brighton-St. George
"Universal Theater Alliance, Inc.",100 Summit Street,Brooklyn,NY,11231,(646) 322-1542,Theater,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,40.682186,-74.003324,51,3005019,3003580017,Carroll Gardens-Columbia Street-Red Hook
University Settlement Society of New York,184 Eldridge Street,New York,NY,10002,(212) 453-0248,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.720653,-73.990674,18,1005483,1004150018,Chinatown
Untitled Theater Company #61,"215 West 95th Street, #11G",New York,NY,10025,(212) 866-1073,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.79363,-73.971429,183,1071159,1012437501,Upper West Side
"UpBeat NYC, Inc.","287 East 19th Street, 2nd Floor",Bronx,NY,10454,(718) 766-5291,Music,Bronx Council District #17,Bronx Community Board #1,Bronx,,,,,,
"Uptown Dance Academy, Inc.","1425 Amsterdam Avenue, Ste. 5G",New York,NY,10027,(917) 202-1601,Dance,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.815901,-73.954415,21303,1075479,1019700002,Manhattanville
Urban Arts Partnership,39 West 19th Street,New York,NY,10011,(212) 966-5881,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.739666,-73.992725,54,1015465,1008210014,Hudson Yards-Chelsea-Flatiron-Union Square
Urban Ballet Theater,"5 West 102nd Street, Apt. 5B",New York,NY,10025,(212) 663-7140,Dance,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,40.795648,-73.962276,189,1055399,1018380027,Upper West Side
"Urban Divers Marine Conservation & Scientific Diving, Inc.",c/o UDEC,Brooklyn,NY,11231,(718) 901-3331,Other,Bronx Council District #16,Bronx Community Board #5,Brooklyn,,,,,,
Urban Word NYC,5 West 19th Street,New York,NY,10011,(212) 334-6414,Literature,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.739337,-73.991946,54,1015475,1008210038,Hudson Yards-Chelsea-Flatiron-Union Square
"UrbanGlass: New York Contemporary Glass Center, Inc.",647 Fulton St.,Brooklyn,NY,11215,(718) 625-3685 x225,Visual Arts,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.688236,-73.979212,33,3058597,3020950001,Fort Greene
"Urzone, Inc.",633 Vanderbilt St,Brooklyn,NY,11218,(718) 686-0048,Humanities,Brooklyn Council District #39,Brooklyn Community Board #7,Brooklyn,40.653912,-73.975194,50202,3122201,3052680041,Windsor Terrace
VSW ARTHOUSE CORP,55 Washington Street,Brooklyn,NY,11201,(917) 679-9929,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.70273,-73.989602,21,3000088,3000380001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"Vampire Cowboys, Inc.",170 East 4th Street,Brooklyn,NY,11218,(212) 696-7806,Theater,Brooklyn Council District #34,Brooklyn Community Board #4,Brooklyn,40.648222,-73.977383,500,3123982,3053170011,Windsor Terrace
Van Alen Institute: Projects in Public Architecture,30 West 22nd Street 6th Floor,New York,NY,10010,(212) 924-7000,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.741352,-73.991213,58,1015541,1008230059,Hudson Yards-Chelsea-Flatiron-Union Square
Van Cortlandt Park Conservancy,1 Bronx River Parkway,Bronx,NY,10462,(718) 430-1890,"Multi-Discipline, Performing",Bronx Council District #15,Bronx Community Board #11,Bronx,40.847721,-73.869214,334,2101002,2043330001,park-cemetery-etc-Bronx
"Vangeline Theater, Inc.","494 Court Street, #4",Brooklyn,NY,11231,(917) 749-9062,"Multi-Discipline, Performing",Brooklyn Council District #39,Brooklyn Community Board #6,Manhattan,,,,,,
"Variations Theatre Group, Inc.",21- 28 45th Rd,Long Island City,NY,11101,(646) 580-6003,Theater,Queens Council District #26,Queens Community Board #2,Queens,40.746588,-73.94745,7,4000573,4000760039,Hunters Point-Sunnyside-West Maspeth
"Variety Boys & Girls Club of Queens, Inc.",Variety Boys & Girls Club of Queens,Long Island City,NY,11102,(718) 728-0946,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,Queens Community Board #1,Queens,,,,,,
Verrazano Foundation,777 Seaview Avenue,Staten Island,NY,10305,(718) 667-2832,Visual Arts,Staten Island Council Dist #50,Staten Island Community Brd #2,Staten Island,40.579501,-74.078252,70,5111301,5033550001,Old Town-Dongan Hills-South Beach
"Vertical Player Repertory, Ltd.",219 Court St,New York,NY,11201,(718) 624-3310,Music,Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn,40.686566,-73.993863,69,3006027,3003900002,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"Victory Music & Dance Company, Inc.",629 Osborn Street,Brooklyn,NY,11212,(917) 270-6528,"Multi-Discipline, Performing",Brooklyn Council District #42,Brooklyn Community Board #16,Brooklyn,40.656192,-73.905353,922,3346150,3036380127,Brownsville
"Village Halloween Parade, Inc.",c/o Peter Rosegarten,New York,NY,10016,(845) 758-5519,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,,,,,,
"Village Light Opera Group, Ltd.",P.O. Box 143,New York,NY,10014,(212) 620-7300,Theater,Manhattan Council District #2,Manhattan Community Board #1,Manhattan,,,,,,
VillarHauser Theatre Development Fund,450 West 17th Street,New York,NY,10011,(917) 304-6823,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.74369,-74.005955,83,1080359,1007147501,Hudson Yards-Chelsea-Flatiron-Union Square
"Vineyard Theatre and Workshop Center, Inc.",108 East 15th Street,New York,NY,10003,(212) 353-3366 x213,Theater,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.735011,-73.989139,50,1083247,1008707501,Gramercy
"Visible Theatre, Inc.","201 East 28th Street, #3E",New York,NY,10016,(212) 615-3199,Theater,Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.741921,-73.980715,66,1019888,1009090001,Murray Hill-Kips Bay
"VisionIntoArt Presents, Inc.",25 Columbus Circle 68B,New York,NY,10019,(917) 544-1482,Music,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.768304,-73.982278,145,1026318,1010497501,Lincoln Square
"Visual AIDS for the Arts, Inc.","526 West 26th Street, Ste. 510",New York,NY,10001,(212) 627-9855,Visual Arts,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,40.750094,-74.003999,99,1012386,1006970047,Hudson Yards-Chelsea-Flatiron-Union Square
Visual Arts Resource Center Relating to the Caribbean,"1825 Park Avenue, Suite 602",New York,NY,10035,(212) 307-7420,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #6,Manhattan Community Board #4,Manhattan,40.805258,-73.938875,196,1054472,1017740001,East Harlem North
